id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1287836886464188417	1287836883058384899	2020-07-27 16:46:55 -03	2020-07-27	16:46:55	-0300	1057277541873057792	lesimoesgomes	lesimoesgomes		"A edição também conta com a resenha do livro ""The Age of Surveillance Capitalism"", de @shoshanazuboff, pelos colegas do Grupo de Pesquisa em Sociologia Digital (FFLCH/USP) prof. @garbix e @brandao_cs   3/3"	pt	['shoshanazuboff', 'garbix', 'brandao_cs']	[]	[]	0	0	1	[]	[]	https://twitter.com/lesimoesgomes/status/1287836886464188417			0								{'user_id': '1057277541873057792', 'username': 'lesimoesgomes'}				
1287836884593500160	1287836883058384899	2020-07-27 16:46:54 -03	2020-07-27	16:46:54	-0300	1057277541873057792	lesimoesgomes	lesimoesgomes		No artigo, fazemos uma revisão bibliográfica comparativa das literaturas sobre viés algorítmico (algorithmic bias) em inglês, português e espanhol.  https://t.co/bfx3xAroFd #sociologiadigital 2/3	pt	[]	['https://periodicos.fclar.unesp.br/estudos/article/view/13402']	[]	1	0	0	['sociologiadigital']	[]	https://twitter.com/lesimoesgomes/status/1287836884593500160			0								{'user_id': '1057277541873057792', 'username': 'lesimoesgomes'}				
1287836883058384899	1287836883058384899	2020-07-27 16:46:54 -03	2020-07-27	16:46:54	-0300	1057277541873057792	lesimoesgomes	lesimoesgomes		"Acabou de sair o artigo ""Viés Algorítmico: um balanço provisório"", meu, do @enricorbt e do @jmsantos_80 na Revista Estudos de Sociologia junto do dossiê de Sociologia Digital (org. Lara Facioli e @felipeapadilha). A edição tá toda muito bacana, vale espiar! #digitalsociology 1/3"	pt	['enricorbt', 'felipeapadilha']	[]	[]	1	0	3	['digitalsociology']	[]	https://twitter.com/lesimoesgomes/status/1287836883058384899			0								{'user_id': None, 'username': None}				
1287795713410301953	1287795709358551040	2020-07-27 14:03:18 -03	2020-07-27	14:03:18	-0300	51426446	ovinhas	otávio vinhas		"o artigo integra o dossiê ""Sociologia digital – tópicos e abordagens teórico-metodológicas da pesquisa social no século XXI"", organizado pela Revista Estudos de Sociologia (UNESP)."	pt	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/OVinhas/status/1287795713410301953			0								{'user_id': '51426446', 'username': 'OVinhas'}				
1287795709358551040	1287795709358551040	2020-07-27 14:03:17 -03	2020-07-27	14:03:17	-0300	51426446	ovinhas	otávio vinhas		"foi publicado o nosso artigo (@SainzNilton e @raquelrecuero) ""Antagonismos discursivos nas hashtags #marqueteirosdojair e #bolsolão no Twitter nas eleições de 2018 no Brasil: contribuições da análise de redes sociais à sociologia digital"". Link:  https://t.co/twBb3EVIOv"	pt	['sainznilton', 'raquelrecuero']	['https://cutt.ly/ysQRZcT']	[]	1	0	5	['marqueteirosdojair', 'bolsolão']	[]	https://twitter.com/OVinhas/status/1287795709358551040			0								{'user_id': None, 'username': None}				
1287554832958537728	1287554832958537728	2020-07-26 22:06:08 -03	2020-07-26	22:06:08	-0300	246911714	pmprouk	Jason Normanton 🤍💙💛		Sociologia digital ou sociologia do digital? #Digital   https://t.co/tAzwSEPszo	pt	[]	['https://www.academia.edu/43650415/Sociologia_digital_ou_sociologia_do_digital?email_work_card=title']	[]	0	0	0	['digital']	[]	https://twitter.com/PMProuk/status/1287554832958537728			0								{'user_id': None, 'username': None}				
1287541442534137863	1287541442534137863	2020-07-26 21:12:55 -03	2020-07-26	21:12:55	-0300	52634100	tais_so	Taís Oliveira		Sociologia digital ou sociologia do digital? via @sk_serge   https://t.co/JrJWH3ciRC	pt	['sk_serge']	['https://www.academia.edu/43650415/Sociologia_digital_ou_sociologia_do_digital?email_work_card=title']	[]	0	4	16	[]	[]	https://twitter.com/tais_so/status/1287541442534137863			0								{'user_id': None, 'username': None}				
1287015230741131269	1287015230741131269	2020-07-25 10:21:57 -03	2020-07-25	10:21:57	-0300	3364056015	venquix	Anna V.		Revista Estudos de Sociologia -  Dossiê: Sociologia digital: tópicos e abordagens teórico-metodológicas da pesquisa social no século XXI.  https://t.co/UD5r9e0uf1	pt	[]	['https://periodicos.fclar.unesp.br/estudos/issue/view/793']	[]	0	0	1	[]	[]	https://twitter.com/venquix/status/1287015230741131269			0								{'user_id': None, 'username': None}				
1284656655146287104	1284656655146287104	2020-07-18 22:09:49 -03	2020-07-18	22:09:49	-0300	15135596	tarciziosilva	Tarcizio Silva		Sociologia digital ou sociologia do digital?  https://t.co/w2T0dCIlcr	pt	[]	['https://periodicos.ufpb.br/index.php/rappgs/article/view/53720']	[]	2	7	31	[]	[]	https://twitter.com/tarciziosilva/status/1284656655146287104			0								{'user_id': None, 'username': None}				
1284215451803942914	1284215450260451329	2020-07-17 16:56:37 -03	2020-07-17	16:56:37	-0300	917010000	sk_serge	Serge Katz		Link para o ensaio: Sociologia digital ou sociologia do digital?  👇👇   https://t.co/6hLkCwsOLj	pt	[]	['https://periodicos.ufpb.br/index.php/rappgs/article/view/53720']	[]	1	0	8	[]	[]	https://twitter.com/sk_serge/status/1284215451803942914			0								{'user_id': '917010000', 'username': 'sk_serge'}				
1284215450260451329	1284215450260451329	2020-07-17 16:56:37 -03	2020-07-17	16:56:37	-0300	917010000	sk_serge	Serge Katz		"Dossier ""Ambiente e Sociedade"" na Revista Abordagens, revista dos discentes do PPGS/UFPB. Contribuo com um ensaio sobre metodologia e epistemologia em Sociologia digital.  Ótimo trabalho de @SoutoEmilayne e @icaroyuresocio na coordenação da revista. 👇👇   https://t.co/s2xmZjt7IQ"	pt	['soutoemilayne', 'icaroyuresocio']	['https://periodicos.ufpb.br/index.php/rappgs/issue/view/2522']	[]	2	5	40	[]	[]	https://twitter.com/sk_serge/status/1284215450260451329			0								{'user_id': None, 'username': None}				
1283190027447672844	1283187822757806085	2020-07-14 21:01:57 -03	2020-07-14	21:01:57	-0300	917010000	sk_serge	Serge Katz		Interessante que amanhã sai um ensaio meu onde falo um pouco dessa relação entre interfaces e adicção, e digo que é um aspecto pouco analisado na sociologia digital.  Eu não tinha essa referência da espanhola, porém sua abordagem psicológica ajuda muito a pensar o tema.	pt	[]	[]	[]	0	2	21	[]	[]	https://twitter.com/sk_serge/status/1283190027447672844			0								{'user_id': '917010000', 'username': 'sk_serge'}				
1282956652052979714	1282956652052979714	2020-07-14 05:34:36 -03	2020-07-14	05:34:36	-0300	1254446357412229120	sochicrim	Sociedad Chilena de Criminología		La Sociedad Británica de Sociología tiene un grupo de estudio sobre Sociología Digital que hará eventos online abiertos a quien quiera participar 👇🏼👇🏼👇🏼	es	[]	[]	[]	0	3	4	[]	[]	https://twitter.com/SoChiCrim/status/1282956652052979714		https://twitter.com/BSADigitalSoc/status/1282667756572356614	0								{'user_id': None, 'username': None}				
1281580482921213955	1281580478714327041	2020-07-10 10:26:12 -03	2020-07-10	10:26:12	-0300	1147650820915310592	badwishe	'		no nível intermediário avançado no francês pela mc graw hill. tenho um artigo lançado na SciELO sobre sociologia digital e é artigo de consulta para tcc e doutorados em humanas. isso eu ainda nem terminei o fundamental	pt	[]	[]	[]	1	0	4	[]	[]	https://twitter.com/BADWISHE/status/1281580482921213955			0								{'user_id': '1147650820915310592', 'username': 'BADWISHE'}				
1280279195843809282	1280272153968103424	2020-07-06 20:15:21 -03	2020-07-06	20:15:21	-0300	177569863	samildanielc	Samil Daniel Castilo		@romanarias1 También lo pienso, mi señor. Tengo años analizando la sociología digital en las RRSS y puedo decir que es una de las cosas más peligrosas que he visto. Si Goebells y Bernays vivieran se rieran de oreja a oreja.	es	['romanarias1']	[]	[]	1	0	0	[]	[]	https://twitter.com/samildanielc/status/1280279195843809282			0								{'user_id': '303506095', 'username': 'romanarias1'}				
1279603262283485185	1279593586267471874	2020-07-04 23:29:26 -03	2020-07-04	23:29:26	-0300	917010000	sk_serge	Serge Katz		@letcesar ahaha... terminei de pegar aqui as referências. Vão na minha pasta de sociologia digital.	pt	['letcesar']	[]	[]	0	0	2	[]	[]	https://twitter.com/sk_serge/status/1279603262283485185			0								{'user_id': '1172296849975365637', 'username': 'letcesar'}				
1279108218115981318	1279105336578920448	2020-07-03 14:42:18 -03	2020-07-03	14:42:18	-0300	917010000	sk_serge	Serge Katz		@Detekle Obg. Vai minha pasta sobre sociologia digital	pt	['detekle']	[]	[]	0	0	1	[]	[]	https://twitter.com/sk_serge/status/1279108218115981318			0								{'user_id': '142479925', 'username': 'Detekle'}				
1277945611161985025	1277926965610250242	2020-06-30 09:42:31 -03	2020-06-30	09:42:31	-0300	917010000	sk_serge	Serge Katz		"@letcesar Cc @followlori estou finalizando meu ensaio sobre ""sociologia digital"" e esse um aspecto que me parece interessante explorar... essa dimensão que remete a cidadania em si e como o debate sobre os robôs nos reconduz a esse tema fundamental. Bom apontamento sobre autenticidade..."	pt	['letcesar', 'followlori']	[]	[]	1	0	2	[]	[]	https://twitter.com/sk_serge/status/1277945611161985025			0								{'user_id': '917010000', 'username': 'sk_serge'}				
1277014254919573510	1277014252251987974	2020-06-27 20:01:38 -03	2020-06-27	20:01:38	-0300	1060174756165632000	socio_digital	Sociologia Digital		#accelerateacceptance #lgbtrights #sociologia #sociologiadigital #sociologiadigitalbr	und	[]	[]	[]	0	0	0	['accelerateacceptance', 'lgbtrights', 'sociologia', 'sociologiadigital', 'sociologiadigitalbr']	[]	https://twitter.com/socio_digital/status/1277014254919573510			0								{'user_id': '1060174756165632000', 'username': 'socio_digital'}				
1276200578591440904	1276198542441398280	2020-06-25 14:08:23 -03	2020-06-25	14:08:23	-0300	945709553601208321	paulosgiooo	paulo		@gneto_ tava doido por uma indicação sua sobre o PL - reizinho da sociologia digital e dos algoritmos haha. vou salvar aqui pra ler.	pt	['gneto_']	[]	[]	1	0	2	[]	[]	https://twitter.com/paulosgiooo/status/1276200578591440904			0								{'user_id': '80097983', 'username': 'gneto_'}				
1276093252505083909	1276093252505083909	2020-06-25 07:01:54 -03	2020-06-25	07:01:54	-0300	354697911	oficialcastells	Josep Maria Castells Benabarre 💼 BALAGUER		Fa uns anys l'alcalde de #Lleida deia que Lleida és una ciutat universitària. Però queda molt per fer. Per exemple millorar l'oferta de nous graus com ara sociologia, digital media, ciències polítiques. Espero que aviat @JaumePuy pugui reunir-se amb @manuelcastells (1)	ca	['jaumepuy', 'manuelcastells']	[]	[]	0	1	0	['lleida']	[]	https://twitter.com/OficialCastells/status/1276093252505083909		https://twitter.com/7accents/status/1154666510335586304	0								{'user_id': None, 'username': None}				
1273717563302739968	1273717563302739968	2020-06-18 17:41:46 -03	2020-06-18	17:41:46	-0300	18828843	pedrosaliba	Pedro Saliba		A ciência por trás do tweet hitado 🤓  Sigam o @LEDIFCS pra mais sociologia digital 💚	pt	['ledifcs']	[]	[]	0	1	13	[]	[]	https://twitter.com/pedrosaliba/status/1273717563302739968		https://twitter.com/LEDIFCS/status/1273694266129293313	0								{'user_id': None, 'username': None}				
1273227068705312775	1273227068705312775	2020-06-17 09:12:43 -03	2020-06-17	09:12:43	-0300	852216052834607107	barbaragoees	bárbara		minha professora de sociologia digital é fofíssima	pt	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/barbaragoees/status/1273227068705312775			0								{'user_id': None, 'username': None}				
1268362530021310466	1268220022394179585	2020-06-03 23:02:46 -03	2020-06-03	23:02:46	-0300	909456000700289026	2017_liraucio	Liráucio		@DavidNemer professor e pesquisador interessado em sociologia digital. Parabéns pelo trabalho!	pt	['davidnemer']	[]	[]	0	0	1	[]	[]	https://twitter.com/2017_liraucio/status/1268362530021310466			0								{'user_id': '39033058', 'username': 'DavidNemer'}				
1262422629488766984	1262422629488766984	2020-05-18 13:39:44 -03	2020-05-18	13:39:44	-0300	1217118984	leofn3	Leonardo F. Nascimento		#HumanidadesDigitais #SociologiaDigital	und	[]	[]	[]	0	0	2	['humanidadesdigitais', 'sociologiadigital']	[]	https://twitter.com/leofn3/status/1262422629488766984		https://twitter.com/tarciziosilva/status/1262411502956544005	0								{'user_id': None, 'username': None}				
1262386143405969413	1262383954327461890	2020-05-18 11:14:45 -03	2020-05-18	11:14:45	-0300	1217118984	leofn3	Leonardo F. Nascimento		@ufbaempauta Estaremos lá! @ericbrasiln @eliasbitencourt @do_paulo e o João Guilherme do @inctdd  #HumanidadesDigitais #SociologiaDigital #HistoriaDigital  https://t.co/QwvnlQQraf	pt	['ufbaempauta', 'ericbrasiln', 'eliasbitencourt', 'do_paulo', 'inctdd']	[]	['https://pbs.twimg.com/media/EYTlJkPWAAgCctM.jpg', 'https://pbs.twimg.com/media/EYTlKaEWkAAAsqH.jpg']	1	4	7	['humanidadesdigitais', 'sociologiadigital', 'historiadigital']	[]	https://twitter.com/leofn3/status/1262386143405969413			1	https://pbs.twimg.com/media/EYTlJkPWAAgCctM.jpg							{'user_id': '1007311039', 'username': 'ufbaempauta'}				
